reviewerID,itemID,rating
1,183,1.0
1,184,3.0
1,185,4.0
1,186,4.0
1,187,1.0
1,188,5.0
1,189,1.0
1,190,1.0
1,191,4.0
1,192,3.0
4,193,5.0
4,194,1.0
4,195,1.0
4,196,1.0
4,197,1.0
4,198,1.0
4,199,2.0
4,200,1.0
4,201,1.0
5,202,4.0
5,203,3.0
5,204,3.0
5,205,4.0
5,206,3.0
5,207,4.0
5,208,2.0
5,209,2.0
5,210,2.0
5,211,2.0
3,212,1.0
3,213,1.0
3,214,1.0
3,215,5.0
3,216,5.0
3,217,5.0
3,218,5.0
3,219,5.0
3,220,2.0
3,221,5.0
1,222,4.0
1,223,5.0
1,224,5.0
1,225,1.0
1,226,5.0
1,227,5.0
1,228,5.0
1,229,1.0
1,230,5.0
1,231,5.0
6,232,5.0
6,233,5.0
6,234,5.0
6,235,5.0
6,236,4.0
6,237,4.0
6,238,5.0
6,239,1.0
6,240,5.0
6,241,5.0
5,242,5.0
5,243,3.0
5,244,4.0
5,245,1.0
5,246,5.0
5,247,4.0
5,248,2.0
5,249,2.0
5,250,5.0
5,251,5.0
4,252,3.0
4,253,4.0
4,254,1.0
4,255,2.0
4,256,2.0
4,257,4.0
4,258,3.0
4,259,4.0
4,260,4.0
4,261,5.0
1,262,4.0
1,263,4.0
1,264,5.0
1,265,1.0
1,266,5.0
1,267,4.0
1,268,3.0
1,269,5.0
1,270,5.0
1,271,1.0
6,272,2.0
6,273,5.0
6,274,3.0
6,275,5.0
6,276,5.0
6,277,1.0
6,278,3.0
6,279,4.0
6,280,1.0
6,281,1.0
6,282,1.0
6,283,5.0
6,284,4.0
6,285,5.0
6,286,3.0
6,74,4.0
6,287,5.0
6,288,5.0
6,289,1.0
5,290,3.0
5,291,1.0
5,292,3.0
5,293,5.0
5,294,5.0
5,295,5.0
5,3,3.0
5,296,1.0
5,297,4.0
5,298,4.0
4,299,5.0
4,300,2.0
4,301,1.0
4,302,5.0
4,303,5.0
4,304,5.0
4,305,2.0
4,306,5.0
4,307,5.0
4,308,5.0
4,309,5.0
4,310,5.0
4,311,2.0
4,312,4.0
4,313,4.0
4,314,5.0
4,315,5.0
4,316,5.0
4,317,5.0
4,318,5.0
3,319,5.0
3,320,5.0
3,321,4.0
3,322,5.0
3,323,4.0
3,324,5.0
3,325,5.0
3,326,1.0
3,327,5.0
3,328,1.0
1,329,5.0
1,330,5.0
1,331,4.0
1,332,2.0
1,333,4.0
1,334,4.0
1,335,5.0
1,336,5.0
1,337,5.0
4,338,5.0
4,339,5.0
4,340,1.0
4,341,3.0
4,342,1.0
4,343,5.0
4,344,1.0
4,345,4.0
4,346,5.0
4,347,5.0
1,348,5.0
1,349,5.0
1,3,4.0
1,350,5.0
1,351,4.0
1,352,4.0
1,353,5.0
1,354,5.0
1,355,5.0
1,356,5.0
1,357,1.0
1,358,4.0
1,359,3.0
1,360,5.0
1,361,5.0
1,362,1.0
1,363,1.0
1,364,4.0
1,365,1.0
1,366,4.0
4,367,5.0
4,368,5.0
4,369,5.0
4,370,5.0
4,371,5.0
4,372,5.0
4,373,5.0
4,374,5.0
4,375,5.0
4,376,3.0
3,377,5.0
3,378,5.0
3,379,2.0
3,380,5.0
3,381,5.0
3,382,5.0
3,383,5.0
3,384,5.0
3,385,5.0
3,386,5.0
4,387,5.0
4,388,5.0
4,389,5.0
4,390,5.0
4,391,5.0
4,392,5.0
4,393,5.0
4,394,4.0
4,395,4.0
4,396,5.0
1,397,5.0
1,398,2.0
1,399,5.0
1,400,5.0
1,401,5.0
1,402,4.0
1,403,5.0
1,404,5.0
1,405,5.0
1,406,5.0
3,407,3.0
3,408,5.0
3,409,5.0
3,410,3.0
3,411,5.0
3,412,5.0
3,413,5.0
3,414,5.0
3,415,5.0
3,416,5.0
1,417,5.0
1,418,5.0
1,419,5.0
1,420,5.0
1,421,5.0
1,422,5.0
1,423,5.0
1,71,1.0
1,424,4.0
1,425,5.0
3,426,5.0
3,427,4.0
3,428,5.0
3,429,5.0
3,430,5.0
3,431,5.0
3,432,5.0
3,433,5.0
3,434,5.0
3,435,4.0
4,436,5.0
4,437,5.0
4,438,5.0
4,439,5.0
4,440,5.0
4,441,5.0
4,442,5.0
4,443,5.0
4,444,1.0
4,445,5.0
1,446,5.0
1,447,3.0
1,448,5.0
1,449,5.0
1,450,5.0
1,451,5.0
1,452,1.0
1,453,5.0
1,454,5.0
3,455,5.0
3,456,5.0
3,457,5.0
3,458,5.0
3,459,5.0
3,460,5.0
3,461,4.0
3,462,5.0
3,463,5.0
3,464,5.0
3,465,5.0
3,466,3.0
3,467,5.0
3,468,5.0
3,469,3.0
3,470,2.0
3,471,5.0
3,472,5.0
3,473,5.0
3,474,5.0
1,475,4.0
1,476,5.0
1,477,5.0
1,478,5.0
1,479,5.0
1,480,5.0
1,481,5.0
1,482,5.0
1,483,5.0
1,484,5.0
4,485,1.0
4,486,3.0
4,487,1.0
4,488,4.0
4,489,5.0
4,490,5.0
4,491,5.0
4,492,5.0
4,493,5.0
4,494,3.0
3,495,5.0
3,496,3.0
3,497,1.0
3,498,5.0
3,499,5.0
3,500,5.0
3,501,5.0
3,502,5.0
3,503,5.0
3,504,4.0
1,505,5.0
1,506,4.0
1,507,1.0
1,508,1.0
1,509,5.0
1,510,4.0
1,511,1.0
1,512,5.0
1,513,4.0
4,514,3.0
4,515,5.0
4,516,1.0
4,517,5.0
4,518,4.0
4,519,5.0
4,520,3.0
4,521,5.0
4,522,5.0
4,523,1.0
3,524,5.0
3,525,5.0
3,526,1.0
3,527,1.0
3,528,5.0
3,529,5.0
3,530,4.0
3,531,5.0
3,532,5.0
3,533,4.0
3,534,5.0
3,535,5.0
3,536,5.0
3,537,5.0
3,538,5.0
3,539,4.0
3,540,5.0
3,541,5.0
3,542,4.0
3,543,5.0
4,544,5.0
4,545,5.0
4,546,5.0
4,547,5.0
4,548,5.0
4,549,4.0
4,550,1.0
4,551,5.0
4,552,4.0
4,553,4.0
3,554,5.0
3,555,5.0
3,556,1.0
3,557,5.0
3,558,5.0
3,559,5.0
3,560,5.0
3,561,5.0
3,562,5.0
3,563,5.0
4,564,5.0
4,565,5.0
4,566,5.0
4,567,5.0
4,568,5.0
4,569,5.0
4,570,5.0
4,571,1.0
4,572,1.0
4,573,2.0
3,574,1.0
3,575,5.0
3,576,1.0
3,577,4.0
3,578,5.0
3,579,3.0
3,580,4.0
3,581,5.0
3,582,3.0
3,583,5.0
4,584,5.0
4,585,5.0
4,586,5.0
4,587,1.0
4,588,1.0
4,589,5.0
4,590,5.0
4,591,2.0
4,592,4.0
4,593,5.0
3,594,5.0
3,595,1.0
3,596,5.0
3,597,1.0
3,598,5.0
3,599,4.0
3,600,4.0
3,601,5.0
3,602,5.0
3,603,5.0
4,604,5.0
4,605,1.0
4,606,5.0
4,607,4.0
4,608,4.0
4,609,5.0
4,610,5.0
4,611,5.0
4,612,5.0
4,613,1.0
3,614,3.0
3,615,3.0
3,616,4.0
3,617,5.0
3,618,1.0
3,619,5.0
3,620,5.0
3,621,4.0
3,622,5.0
3,623,5.0
3,624,5.0
3,625,5.0
3,626,5.0
3,627,5.0
3,628,5.0
3,629,5.0
3,630,5.0
3,631,5.0
3,632,4.0
3,633,4.0
7,634,4.0
7,635,4.0
4,636,4.0
4,637,5.0
4,638,5.0
4,639,1.0
4,640,1.0
4,641,2.0
4,642,4.0
4,643,4.0
4,644,5.0
4,645,1.0
3,646,5.0
3,647,5.0
3,648,5.0
3,649,5.0
3,650,4.0
3,651,5.0
3,652,5.0
3,653,5.0
3,654,4.0
3,655,5.0
3,656,5.0
3,657,5.0
3,658,5.0
3,659,5.0
3,660,1.0
3,661,5.0
3,662,3.0
3,663,4.0
3,664,5.0
3,665,5.0
4,666,1.0
4,667,2.0
4,668,5.0
4,669,4.0
4,670,1.0
4,671,5.0
4,672,5.0
4,673,3.0
4,674,3.0
3,675,4.0
3,676,4.0
3,677,5.0
3,678,5.0
3,679,5.0
3,680,5.0
3,681,5.0
3,682,5.0
3,683,5.0
3,684,4.0
7,685,5.0
7,686,5.0
7,687,2.0
7,688,5.0
7,689,3.0
7,690,1.0
7,691,1.0
7,692,5.0
7,693,5.0
7,694,5.0
4,695,2.0
4,696,5.0
4,697,4.0
4,698,5.0
4,699,5.0
4,700,5.0
4,701,4.0
4,702,4.0
4,703,5.0
3,704,5.0
3,705,1.0
3,706,5.0
3,707,5.0
3,708,5.0
3,709,5.0
3,710,1.0
3,711,3.0
3,712,4.0
3,713,5.0
8,714,4.0
8,715,2.0
7,716,5.0
7,717,1.0
7,718,1.0
7,719,4.0
7,259,4.0
7,720,5.0
7,721,4.0
7,722,4.0
7,723,2.0
7,724,1.0
9,725,1.0
9,726,4.0
9,727,4.0
9,728,3.0
9,729,2.0
9,730,5.0
9,731,4.0
9,732,3.0
9,733,5.0
9,734,5.0
3,735,5.0
3,736,5.0
3,737,5.0
3,738,5.0
3,739,3.0
3,740,5.0
3,741,5.0
3,742,5.0
3,743,1.0
3,744,5.0
10,733,5.0
10,745,5.0
10,746,5.0
10,747,5.0
10,748,5.0
10,749,5.0
10,750,2.0
10,751,4.0
10,752,5.0
10,753,5.0
7,754,5.0
7,755,5.0
7,756,3.0
7,313,4.0
7,757,4.0
7,758,5.0
7,759,3.0
7,760,5.0
7,761,5.0
7,762,5.0
3,763,5.0
3,764,4.0
3,765,5.0
3,766,5.0
3,767,1.0
3,768,5.0
3,769,5.0
3,770,5.0
3,771,4.0
3,772,5.0
3,773,5.0
3,774,4.0
3,775,5.0
3,776,5.0
3,777,5.0
3,778,5.0
3,779,5.0
3,780,5.0
3,781,5.0
3,782,3.0
7,783,5.0
7,784,4.0
7,785,5.0
7,786,4.0
7,376,4.0
7,787,2.0
7,788,4.0
7,789,5.0
7,790,5.0
7,791,3.0
3,792,5.0
3,793,1.0
3,794,5.0
3,795,5.0
3,796,5.0
3,797,5.0
3,798,5.0
3,799,5.0
3,800,4.0
3,801,4.0
11,802,5.0
11,803,3.0
11,804,5.0
11,805,4.0
11,806,2.0
11,807,1.0
11,808,4.0
11,727,4.0
7,809,5.0
7,810,1.0
7,811,5.0
7,812,1.0
7,813,5.0
7,814,3.0
7,815,4.0
7,816,5.0
7,817,5.0
7,818,4.0
12,819,5.0
12,820,4.0
3,821,2.0
3,822,5.0
3,823,5.0
3,824,2.0
3,825,4.0
3,826,5.0
3,827,2.0
3,828,5.0
3,829,5.0
3,830,4.0
7,831,4.0
7,832,4.0
7,833,5.0
7,834,1.0
7,835,5.0
7,836,5.0
7,837,5.0
7,838,1.0
7,839,5.0
7,840,5.0
3,841,4.0
3,842,3.0
3,843,5.0
3,844,5.0
3,845,1.0
3,846,4.0
3,847,2.0
3,848,5.0
3,849,5.0
3,850,5.0
3,851,5.0
3,852,5.0
3,853,3.0
3,854,2.0
3,855,5.0
3,856,3.0
3,857,5.0
3,858,5.0
3,859,5.0
3,860,2.0
7,861,5.0
7,862,1.0
7,863,4.0
7,864,5.0
7,865,4.0
7,866,4.0
7,867,5.0
7,545,5.0
7,868,4.0
7,869,5.0
10,870,5.0
10,871,3.0
10,872,5.0
10,873,4.0
10,874,1.0
10,875,5.0
10,876,5.0
10,877,4.0
10,878,2.0
10,879,5.0
9,880,3.0
9,881,5.0
9,882,5.0
9,883,4.0
9,884,5.0
9,885,5.0
9,886,5.0
9,887,2.0
9,888,5.0
9,889,1.0
10,890,5.0
10,891,5.0
10,892,5.0
10,893,5.0
10,894,3.0
10,895,4.0
10,896,5.0
10,897,3.0
10,898,5.0
10,899,5.0
3,900,5.0
3,901,5.0
3,902,2.0
3,903,3.0
3,904,5.0
3,905,5.0
3,906,5.0
3,907,1.0
3,908,1.0
3,909,3.0
9,910,3.0
9,911,4.0
9,912,5.0
9,913,1.0
9,914,5.0
9,915,5.0
9,916,5.0
9,917,4.0
9,918,5.0
9,919,5.0
7,920,2.0
7,921,1.0
7,922,1.0
7,923,5.0
7,567,5.0
7,924,5.0
7,925,1.0
7,926,1.0
7,927,4.0
7,928,5.0
10,929,5.0
10,930,1.0
10,931,4.0
10,932,5.0
10,933,3.0
10,934,5.0
10,935,3.0
10,936,4.0
10,937,5.0
10,938,5.0
9,939,5.0
9,940,3.0
9,941,1.0
9,942,1.0
9,943,5.0
9,944,5.0
9,945,5.0
9,946,1.0
9,947,2.0
9,948,5.0
3,949,3.0
3,950,5.0
3,951,1.0
3,952,5.0
3,953,5.0
3,954,5.0
3,955,5.0
3,956,4.0
3,957,5.0
3,958,2.0
7,959,4.0
7,960,5.0
7,961,5.0
7,962,3.0
7,963,5.0
7,964,5.0
7,965,5.0
7,572,1.0
7,966,4.0
7,967,1.0
3,968,2.0
3,969,4.0
3,970,4.0
3,971,3.0
3,972,1.0
3,973,1.0
3,974,4.0
3,975,5.0
3,976,5.0
3,977,2.0
10,978,5.0
10,979,5.0
10,980,1.0
10,981,5.0
10,982,4.0
10,983,5.0
10,984,2.0
10,985,2.0
10,986,2.0
10,987,5.0
12,988,3.0
12,989,1.0
12,990,5.0
12,991,1.0
12,992,5.0
12,993,5.0
12,994,5.0
12,995,3.0
12,996,5.0
12,997,5.0
9,998,3.0
9,999,2.0
9,1000,2.0
9,1001,5.0
9,1002,1.0
9,1003,3.0
9,1004,3.0
9,1005,5.0
9,1006,5.0
9,1007,2.0
7,1008,2.0
7,1009,5.0
7,1010,5.0
7,1011,3.0
7,1012,5.0
7,1013,5.0
7,1014,5.0
7,1015,5.0
7,1016,1.0
7,1017,1.0
3,1018,5.0
3,1019,1.0
3,1020,5.0
3,1021,4.0
3,1022,5.0
3,1023,5.0
3,1024,1.0
3,1025,1.0
3,1026,1.0
3,1027,4.0
10,1028,4.0
10,1029,5.0
10,1030,5.0
10,1031,1.0
10,1032,3.0
10,1033,3.0
10,1034,1.0
10,1035,1.0
10,1036,5.0
10,1036,5.0
9,1037,1.0
9,1038,5.0
9,1039,1.0
9,1040,4.0
9,1041,5.0
9,1042,1.0
9,1043,5.0
9,1044,5.0
9,1045,2.0
9,1046,3.0
12,1047,4.0
12,1048,2.0
12,1049,5.0
12,1050,1.0
12,1051,5.0
12,1052,5.0
12,1053,5.0
12,1054,1.0
12,1055,4.0
12,1056,3.0
10,1057,5.0
10,1058,5.0
10,1059,5.0
10,1060,1.0
10,1061,5.0
10,1062,5.0
10,1063,5.0
10,1064,5.0
10,1065,1.0
10,1066,3.0
3,1067,5.0
3,1068,5.0
3,1069,1.0
3,1070,5.0
3,1071,3.0
3,1072,5.0
3,1073,3.0
3,1074,5.0
3,1075,5.0
3,1076,5.0
7,1077,3.0
7,1078,5.0
7,1079,3.0
7,1080,5.0
7,1081,5.0
7,1082,4.0
7,1083,5.0
7,1084,5.0
7,1085,3.0
7,1086,3.0
9,1087,5.0
9,1088,3.0
9,1089,1.0
9,1090,2.0
9,1091,5.0
9,1092,5.0
9,1093,5.0
9,503,5.0
9,1094,4.0
9,1095,1.0
12,1096,5.0
12,1097,5.0
12,1098,5.0
12,1099,3.0
12,1100,5.0
12,1101,5.0
12,1102,5.0
12,1103,1.0
12,1104,3.0
12,1105,5.0
10,1106,5.0
10,1107,5.0
10,1108,1.0
10,1109,5.0
10,1110,2.0
10,1111,4.0
10,1112,5.0
10,1113,5.0
10,1114,5.0
10,1115,5.0
3,1116,2.0
3,1117,5.0
3,1118,5.0
3,1119,5.0
3,1120,5.0
3,1121,5.0
3,1122,5.0
3,1123,4.0
3,1124,5.0
3,1125,5.0
9,1126,2.0
9,1127,5.0
9,1128,5.0
9,1129,3.0
9,1130,3.0
9,1131,3.0
9,1132,5.0
9,1133,4.0
9,1134,1.0
9,1135,5.0
7,1136,1.0
7,1137,4.0
7,1138,3.0
7,1139,5.0
7,1140,5.0
7,1141,4.0
7,1142,5.0
7,1143,5.0
7,1144,5.0
7,1145,4.0
10,1146,4.0
10,1147,5.0
10,1148,5.0
10,1149,5.0
10,1150,4.0
10,1151,5.0
10,1152,5.0
10,1153,5.0
10,1154,5.0
10,1155,5.0
9,1156,5.0
9,1157,3.0
9,1158,2.0
9,1159,2.0
9,1160,2.0
9,1161,4.0
9,1162,5.0
9,1163,5.0
9,1164,4.0
9,1165,1.0
3,1166,5.0
3,1167,5.0
3,1168,5.0
3,1169,4.0
3,1170,1.0
3,1171,5.0
3,1172,5.0
3,1173,1.0
3,1174,5.0
3,1175,5.0
12,1176,4.0
12,1177,5.0
12,1178,3.0
12,1179,5.0
12,1180,5.0
12,1181,5.0
12,1182,5.0
12,1183,5.0
12,1184,5.0
12,1185,5.0
7,1186,3.0
7,1187,1.0
7,1188,4.0
7,1189,5.0
7,1190,5.0
7,1191,4.0
7,1192,2.0
7,1193,4.0
7,1194,5.0
7,1195,5.0
10,1196,5.0
10,1197,4.0
10,1198,5.0
10,1199,4.0
10,1200,1.0
10,1201,5.0
10,1202,5.0
10,1203,4.0
10,1204,2.0
10,1205,5.0
3,1206,5.0
3,1207,1.0
3,1208,5.0
3,1209,5.0
3,1210,5.0
3,1211,4.0
3,1212,5.0
3,1213,5.0
3,1214,5.0
3,1215,5.0
9,1216,1.0
9,1217,2.0
9,1218,5.0
9,1219,5.0
9,1220,5.0
9,1221,2.0
9,1222,5.0
9,1223,5.0
9,1224,5.0
9,1225,3.0
10,1226,4.0
10,1227,5.0
10,1228,4.0
10,1229,5.0
10,1230,4.0
10,1231,5.0
10,1232,3.0
10,1233,5.0
10,1234,5.0
10,1235,5.0
3,1236,3.0
3,1237,5.0
3,1238,1.0
3,1239,5.0
3,1240,5.0
3,1241,5.0
3,1242,3.0
3,1243,1.0
3,1244,5.0
3,1245,5.0
7,1246,5.0
7,1247,4.0
7,1248,2.0
7,1249,1.0
7,1250,5.0
7,1251,5.0
7,1252,2.0
7,1253,4.0
7,1254,4.0
7,1255,4.0
12,898,5.0
12,1256,1.0
12,1257,4.0
12,1258,5.0
12,1259,3.0
12,1260,5.0
12,1261,4.0
12,1262,1.0
12,1263,4.0
12,1264,5.0
9,1265,5.0
9,1266,5.0
9,1267,5.0
9,1268,5.0
9,1269,4.0
9,1270,4.0
9,1271,1.0
9,1124,5.0
9,1272,1.0
9,1273,5.0
10,1274,5.0
10,1275,5.0
10,1276,5.0
10,1277,5.0
10,1278,5.0
10,1279,4.0
10,1280,3.0
10,1281,3.0
10,1282,5.0
10,1283,1.0
3,1284,5.0
3,1285,5.0
3,1286,5.0
3,1287,5.0
3,1288,5.0
3,1289,3.0
3,1290,5.0
3,1291,5.0
3,1292,1.0
3,1293,2.0
7,1294,5.0
7,1295,5.0
7,1296,5.0
7,1297,4.0
7,1298,5.0
7,1299,3.0
7,1300,5.0
7,1301,3.0
7,1302,2.0
7,1303,5.0
9,1304,2.0
9,1305,5.0
9,1306,5.0
9,1307,5.0
9,1308,1.0
9,1309,3.0
9,1310,5.0
9,1311,3.0
9,1312,5.0
9,1313,2.0
10,1314,2.0
10,1315,5.0
10,1316,4.0
10,1317,5.0
10,1318,5.0
10,1319,1.0
10,1320,5.0
10,1321,4.0
10,1322,5.0
10,1323,1.0
12,1324,1.0
12,1325,2.0
12,1326,4.0
12,1327,5.0
12,1328,1.0
12,1329,5.0
12,1330,5.0
12,1331,5.0
12,1332,5.0
12,1333,3.0
3,1334,2.0
3,1335,5.0
3,1336,4.0
3,1337,3.0
3,1338,5.0
3,1339,5.0
3,1340,3.0
3,1341,5.0
3,1342,5.0
3,1343,5.0
7,1344,3.0
7,1345,5.0
7,1346,5.0
7,1347,5.0
7,1348,4.0
7,1349,4.0
7,1350,3.0
7,297,5.0
7,1351,2.0
7,1352,4.0
9,1353,5.0
9,1354,3.0
9,1355,5.0
9,1356,5.0
9,1357,5.0
9,1358,5.0
9,1359,1.0
9,1360,5.0
9,1361,4.0
9,1362,5.0
10,1363,5.0
10,1364,4.0
10,1365,5.0
10,1366,1.0
10,1367,5.0
10,1368,4.0
10,1369,3.0
10,1370,5.0
10,1371,5.0
10,1372,5.0
3,1373,5.0
3,1374,5.0
3,1375,5.0
3,1376,5.0
3,1377,5.0
3,1378,5.0
3,1379,4.0
3,1380,1.0
3,1381,5.0
3,1382,1.0
9,1383,5.0
9,1384,2.0
9,1385,3.0
9,1386,5.0
9,1387,5.0
9,1388,5.0
9,1389,5.0
9,1390,5.0
9,1391,3.0
9,1392,5.0
10,1393,4.0
10,1394,5.0
10,1395,1.0
10,1396,4.0
10,1397,4.0
10,1398,3.0
10,1399,5.0
10,1400,5.0
10,1401,1.0
10,1402,1.0
12,1403,3.0
12,1404,3.0
12,1405,5.0
12,1406,5.0
12,1407,5.0
12,1408,1.0
12,1409,5.0
12,1410,5.0
12,1411,5.0
12,1412,5.0
7,1413,5.0
7,1414,5.0
7,1415,4.0
7,1416,4.0
7,1417,5.0
7,1418,5.0
7,1419,5.0
7,1420,3.0
7,1421,4.0
3,1422,5.0
3,1423,5.0
3,1424,3.0
3,1425,5.0
3,1426,5.0
3,1427,1.0
3,1428,4.0
3,1429,5.0
3,1430,5.0
3,1431,3.0
10,1432,1.0
10,1433,5.0
10,1434,5.0
10,1435,4.0
10,1436,1.0
10,1437,5.0
10,1438,1.0
10,1439,1.0
10,1440,1.0
10,1441,5.0
9,1442,5.0
9,1443,5.0
9,1444,5.0
9,1445,5.0
9,1446,4.0
9,1447,1.0
9,1448,5.0
9,1449,5.0
9,1450,5.0
10,1451,5.0
10,1452,5.0
10,1453,5.0
10,1454,4.0
10,1455,2.0
10,1456,5.0
10,1457,4.0
10,1458,2.0
10,1459,5.0
10,1460,2.0
7,1461,4.0
7,1462,4.0
7,1463,5.0
7,1464,1.0
7,1465,5.0
7,1466,3.0
7,1467,1.0
7,1468,1.0
7,1469,1.0
7,1470,5.0
3,1471,5.0
3,1472,5.0
3,1473,5.0
3,1474,5.0
3,1475,5.0
3,1476,4.0
3,1477,5.0
3,1478,5.0
3,1479,5.0
3,1480,4.0
12,1481,5.0
12,1482,5.0
12,1483,2.0
12,1484,5.0
12,1485,2.0
12,1486,5.0
12,1487,5.0
12,1488,4.0
12,1489,5.0
12,1490,5.0
9,1491,5.0
9,1492,5.0
9,1493,1.0
9,1494,5.0
9,1495,4.0
9,1496,5.0
9,1497,5.0
9,1498,1.0
9,1499,5.0
9,1500,5.0
10,1501,4.0
10,1502,4.0
10,1503,1.0
10,1504,3.0
10,1505,5.0
10,1506,5.0
10,1507,5.0
10,1508,5.0
10,1509,5.0
10,1510,5.0
9,1511,1.0
9,1512,5.0
9,1513,5.0
9,1514,5.0
9,1515,5.0
9,1516,3.0
9,1517,5.0
9,1518,5.0
9,1519,3.0
9,1520,5.0
3,1521,2.0
3,1522,5.0
3,1523,5.0
3,1524,5.0
3,1525,5.0
3,1526,5.0
3,1527,5.0
3,1528,4.0
3,1529,5.0
3,1530,1.0
12,1531,1.0
12,1532,5.0
12,1533,5.0
12,1534,5.0
12,1535,4.0
12,1536,2.0
12,1537,5.0
12,1538,5.0
12,1539,1.0
12,1540,2.0
10,1541,5.0
10,1542,5.0
10,1543,5.0
10,1544,1.0
10,1545,5.0
10,1546,4.0
10,1547,4.0
10,1548,5.0
10,1549,2.0
10,1550,2.0
9,1551,1.0
9,1552,5.0
9,1553,3.0
9,1554,5.0
9,1555,5.0
9,1556,5.0
9,1557,5.0
9,1558,4.0
9,1559,4.0
9,1560,2.0
3,1561,5.0
3,1562,5.0
3,1563,5.0
3,1564,1.0
3,1565,5.0
3,1566,4.0
3,1567,5.0
3,1568,5.0
3,1569,5.0
3,1570,5.0
10,1571,5.0
10,1572,4.0
10,1573,1.0
10,1574,4.0
10,1575,5.0
10,1576,5.0
10,1577,5.0
10,1578,4.0
10,1579,1.0
10,1580,5.0
9,1581,4.0
9,1582,2.0
9,1583,4.0
9,1584,4.0
9,1585,5.0
9,1586,5.0
9,1587,5.0
9,1588,5.0
9,1589,5.0
9,1590,4.0
10,1580,5.0
10,1591,5.0
10,1592,5.0
10,1593,2.0
10,1594,4.0
10,1595,5.0
10,1596,3.0
10,1597,5.0
10,1598,5.0
10,1599,4.0
3,1600,5.0
3,1601,5.0
3,1602,1.0
3,1603,4.0
3,1604,4.0
3,1605,5.0
3,1606,5.0
3,1607,5.0
3,1608,5.0
3,1609,5.0
12,1610,1.0
12,1611,1.0
12,1612,5.0
12,1613,2.0
12,1614,5.0
12,1615,5.0
12,1616,5.0
12,1617,4.0
12,1618,4.0
12,1619,1.0
9,1620,5.0
9,1621,4.0
9,1622,5.0
9,1623,5.0
9,1624,5.0
9,1625,5.0
9,1626,5.0
9,1627,5.0
9,1628,5.0
9,1629,5.0
10,1630,3.0
10,1631,5.0
10,1631,5.0
10,1632,4.0
10,1633,4.0
10,1634,5.0
10,1635,5.0
10,1636,1.0
10,1637,4.0
10,1638,5.0
3,1639,3.0
3,1640,5.0
3,1641,4.0
3,1642,2.0
3,1643,3.0
3,1644,5.0
3,1645,5.0
3,1646,4.0
